The Index of Major Literary Prizes in the US – Post45 Data Collective,,,,,,,,,,,,,,,,
full_name,gender,mfa_degree,role,prize_year,prize_name,prize_amount,prize_institution,prize_type,prize_genre,author_wikidata,author_viaf,author_lccn,elite_institution,graduate_degree,stegner,title_of_winning_book
Joseph Campbell,male,,winner,1949,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q295516,9844141,n50030939,Columbia University,graduate,,
Mark Van Doren,male,,judge,1949,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q975491,12331775,n79100719,Columbia University,graduate,,
Max Eastman,male,,judge,1949,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q788572,67259736,n50024420,Columbia University,graduate,,
Robert Penn Warren,male,,judge,1949,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q312720,61553765,n78091524,,graduate,,
Leonard Bacon,male,,judge,1949,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6525095,39750079,no96044132,Yale University,,,
William Rose Benét,male,,judge,1949,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q2580418,45096102,n50008106,Yale University,,,
Conrad Aiken,male,,judge,1949,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q380645,71433883,n80060447,Harvard University,,,
J. Donald Adams,male,,judge,1949,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,,,,Harvard University,,,
James Agee,male,,winner,1949,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q352963,46756190,n79039544,Harvard University,,,
John Hall Wheelock,male,,judge,1949,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6237358,5059881,n79077255,Harvard University,,,
Witter Bynner,male,,judge,1949,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q2586777,5724955,n50032943,Harvard University,,,
Alfred Kazin,male,,winner,1949,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q2529254,108771008,n79038435,,,,
James Stern,male,,winner,1949,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q6143588,88049337,n50022447,,,,
Karl Shapiro,male,,judge,1949,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q2906282,109257053,n79021704,,,,
Robinson Jeffers,male,,judge,1949,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q734955,68956184,n80035864,,,,
Thomas Mann,male,,winner,1949,Award of Merit Medal in the Novel,"25,000.00  $",American Academy of Arts and Letters,career,prose,Q37030,54151065,n78095625,,,,
W. H. Auden,male,,judge,1949,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q178698,2465832,n79054316,,,,
Katherine Garrison Chapin,female,,judge,1949,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q1736241,45634544,n81147752,Columbia University,,,
Leonie Adams,female,,winner,1949,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q467163,114359194,n81117461,Barnard College,,,
Leonie Adams,female,,judge,1949,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q467163,114359194,n81117461,Barnard College,,,
Leonie Adams,female,,winner,1949,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,Q467163,114359194,n81117461,Barnard College,,,
Edna St Vincent Millay,female,,winner,1949,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q62134,90721763,n79062746,,,,
Elizabeth Bishop,female,,winner,1949,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,Q235946,71405503,n79047629,,,,
Leonora Speyer,female,,judge,1949,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q1547340,170679717,n87870746,,,,
F. O. Matthiessen,male,,judge,1948,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q1386358,59148639,n79119146,"Yale University, Harvard University",graduate,,
Archibald Macleish,male,,judge,1948,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q633354,85172667,n80015459,Yale University,graduate,,
Henry Seidel Canby,male,,judge,1948,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q15501218,7559111,n50051945,Yale University,graduate,,
Ezra Pound,male,,winner,1948,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q163366,24606774,n78097014,University of Pennsylvania,graduate,,
Luther Evans,male,,judge,1948,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,,,,Stanford University,graduate,,
Luther Evans,male,,judge,1948,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,,,,Stanford University,graduate,,
Willard Thorp,male,,judge,1948,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q56884997,110033000,n80026717,"Princeton University, Harvard University",graduate,,
Max Eastman,male,,judge,1948,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q788572,67259736,n50024420,Columbia University,graduate,,
Robert Lowell,male,,judge,1948,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q981448,17249803,n79023350,,graduate,,
Robert Lowell,male,,winner,1948,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,Q981448,17249803,n79023350,,graduate,,
Robert Penn Warren,male,,judge,1948,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q312720,61553765,n78091524,,graduate,,
Leonard Bacon,male,,judge,1948,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6525095,39750079,no96044132,Yale University,,,
William Rose Benét,male,,judge,1948,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q2580418,45096102,n50008106,Yale University,,,
Conrad Aiken,male,,judge,1948,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q380645,71433883,n80060447,Harvard University,,,
Dudley Fitts,male,,winner,1948,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q5311872,111370364,n84151643,Harvard University,,,
Harry Levin,male,,winner,1948,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q3616156,85171640,n80037015,Harvard University,,,
J. Donald Adams,male,,judge,1948,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,,,,Harvard University,,,
John Hall Wheelock,male,,judge,1948,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6237358,5059881,n79077255,Harvard University,,,
Percy Mackaye,male,,winner,1948,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q1650288,14762248,n50041470,Harvard University,,,
T. S. Eliot,male,,judge,1948,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q37767,56609282,n79006870,Harvard University,,,
Witter Bynner,male,,judge,1948,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q2586777,5724955,n50032943,Harvard University,,,
Paul Green,male,,judge,1948,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q704852,14898321,n79056649,Cornell University,,,
Allen Tate,male,,winner,1948,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q975706,44325423,n80044856,,,,
Allen Tate,male,,judge,1948,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q975706,44325423,n80044856,,,,
Bertolt Brecht,male,,winner,1948,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q38757,2467372,n79018801,,,,
James F. Powers,male,,winner,1948,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q1369803,110146339,n79063855,,,,
Karl Shapiro,male,,judge,1948,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q2906282,109257053,n79021704,,,,
Robinson Jeffers,male,,judge,1948,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q734955,68956184,n80035864,,,,
W. H. Auden,male,,judge,1948,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q178698,2465832,n79054316,,,,
Katherine Garrison Chapin,female,,judge,1948,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q1736241,45634544,n81147752,Columbia University,,,
Leonie Adams,female,,judge,1948,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q467163,114359194,n81117461,Barnard College,,,
Leonie Adams,female,,winner,1948,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,Q467163,114359194,n81117461,Barnard College,,,
Genevieve Taggard,female,,winner,1948,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q4449615,51910195,n80080301,,,,
Katherine Anne Porter,female,,judge,1948,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q236958,56620604,n79038436,,,,
Leonora Speyer,female,,judge,1948,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q1547340,170679717,n87870746,,,,
Louise Bogan,female,,judge,1948,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q516180,37044460,n50010084,,,,
Mary Colum,female,,judge,1948,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6779242,12192381,nr94037574,,,,
F. O. Matthiessen,male,,judge,1947,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q1386358,59148639,n79119146,"Yale University, Harvard University",graduate,,
Archibald Macleish,male,,judge,1947,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q633354,85172667,n80015459,Yale University,graduate,,
Henry Seidel Canby,male,,judge,1947,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q15501218,7559111,n50051945,Yale University,graduate,,
Luther Evans,male,,judge,1947,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,,,,Stanford University,graduate,,
Luther Evans,male,,judge,1947,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,,,,Stanford University,graduate,,
William Allen Nielson,male,,judge,1947,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,,,,Harvard University,graduate,,
Frank Graham,male,,judge,1947,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,,,,Columbia University,graduate,,
Max Eastman,male,,judge,1947,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q788572,67259736,n50024420,Columbia University,graduate,,
James Still,male,,winner,1947,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q6143675,32065854,n50011350,,graduate,,
Robert Lowell,male,,winner,1947,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q981448,17249803,n79023350,,graduate,,
Robert Lowell,male,,winner,1947,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,Q981448,17249803,n79023350,,graduate,,
Leonard Bacon,male,,judge,1947,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6525095,39750079,no96044132,Yale University,,,
William Rose Benét,male,,judge,1947,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q2580418,45096102,n50008106,Yale University,,,
Ridgely Torrence,male,,winner,1947,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q7332772,64154440,n85008085,Princeton University,,,
J. Donald Adams,male,,judge,1947,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,,,,Harvard University,,,
John Hall Wheelock,male,,judge,1947,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6237358,5059881,n79077255,Harvard University,,,
Witter Bynner,male,,judge,1947,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q2586777,5724955,n50032943,Harvard University,,,
Lloyd Frankenberg,male,,winner,1947,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,,,,Columbia University,,,
Karl Shapiro,male,,winner,1947,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,Q2906282,109257053,n79021704,,,,
Nelson Algren,male,,winner,1947,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q547914,44294455,n50033341,,,,
Robinson Jeffers,male,,judge,1947,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q734955,68956184,n80035864,,,,
Eleanor Clark,female,,winner,1947,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q5354244,2922718,n50046902,,,,
Elizabeth Parsons,female,,winner,1947,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,,,,,,,
Mary Colum,female,,judge,1947,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6779242,12192381,nr94037574,,,,
F. O. Matthiessen,male,,judge,1946,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q1386358,59148639,n79119146,"Yale University, Harvard University",graduate,,
Archibald Macleish,male,,judge,1946,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q633354,85172667,n80015459,Yale University,graduate,,
Henry Seidel Canby,male,,judge,1946,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q15501218,7559111,n50051945,Yale University,graduate,,
Robert Hutchins,male,,judge,1946,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,,,,Yale University,graduate,,
Luther Evans,male,,judge,1946,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,,,,Stanford University,graduate,,
Luther Evans,male,,judge,1946,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,,,,Stanford University,graduate,,
William Allen Nielson,male,,judge,1946,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,,,,Harvard University,graduate,,
Frank Graham,male,,judge,1946,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,,,,Columbia University,graduate,,
Max Eastman,male,,judge,1946,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q788572,67259736,n50024420,Columbia University,graduate,,
William Rose Benét,male,,judge,1946,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q2580418,45096102,n50008106,Yale University,,,
"Arthur Schlesinger, Jr",male,,winner,1946,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q435195,108761227,n50002711,Harvard University,,,
J. Donald Adams,male,,judge,1946,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,,,,Harvard University,,,
