date,country,rank,title,author,nationality,gender,entry_id,publisher,publication_country
2021-06-01,Spain,3,The Art Of Cheating Karma,Elisabet Benavent,Spain,w,2021-06Spain3,Suma de letras,Spain
2021-06-01,Spain,4,Castilian,Lorenzo Silva,Spain,m,2021-06Spain4,Destino,Spain
2021-06-01,Spain,5,The Missing Sister,Lucinda Riley,United Kingdom,w,2021-06Spain5,Pan Macmillan,United Kingdom
2021-06-01,Spain,6,Later,Stephen King,United States,m,2021-06Spain6,Hard Case Crime,United States
2021-06-01,Spain,7,In The Middle Of The Night,Mikel Santiago,Spain,m,2021-06Spain7,Ediciones B,Spain
2021-06-01,Spain,8,Transfer In Moscow,Eduardo Mendoza,Spain,m,2021-06Spain8,Seix Barral,Spain
2021-06-01,Spain,9,Independence,Javier Cercas,Spain,m,2021-06Spain9,Tusquets,Spain
2021-06-01,Spain,10,Fair,Ana Iris Simón,Spain,w,2021-06Spain10,Circulo De Tiza,Spain
2021-06-01,Ukraine,1,Toreadors From Vasyukivka,Vsevolod Nestaiko,Ukraine,m,2021-06Ukraine1,House Riverhead,Ukraine
2021-06-01,Ukraine,2,Charlie and the Chocolate Factory,Roald Dahl,United Kingdom,m,2021-06Ukraine2,Allen & Unwin,United Kingdom
2021-06-01,Ukraine,3,Harry Potter and the Philosopher's Stone,J. K. Rowling,United Kingdom,w,2021-06Ukraine3,Bloomsbury Publishing,United Kingdom
2021-06-01,Ukraine,4,The Adventures of Tom Sawyer,Mark Twain,United States,m,2021-06Ukraine4,Chatto & Windus,United States
2021-06-01,Ukraine,5,The Man Who Risked It All,Laurent Gounelle,France,m,2021-06Ukraine5,Anne Carriere,France
2021-06-01,Ukraine,6,Leoburg,Iryna Grabovska,Ukraine,w,2021-06Ukraine6,KM Books,Ukraine
2021-06-01,Ukraine,7,Troubled Blood,Robert Galbraith,United Kingdom,w,2021-06Ukraine7,Sphere,United Kingdom
2021-06-01,Ukraine,8,Caraval,Stephanie Garber,United States,w,2021-06Ukraine8,Flatiron,United States
2021-06-01,Ukraine,9,The Master and Margarita,Mikhail Bulgakov,Russia,m,2021-06Ukraine9,Azbuka,Russia
2021-06-01,Ukraine,10,The Fault in Our Stars,John Green,United States,m,2021-06Ukraine10,Dutton,United States
2021-06-01,United States,1,Sooley,John Grisham,United States,m,2021-06United States1,Doubleday,United States
2021-06-01,United States,2,The Last Thing He Told Me,Laura Dave,United States,w,2021-06United States2,Simon & Schuster,United States
2021-06-01,United States,3,Project Hail Mary,Andy Weir,United States,m,2021-06United States3,Ballantine,United States
2021-06-01,United States,4,While Justice Sleeps,Stacey Abrams,United States,w,2021-06United States4,Doubleday,United States
2021-06-01,United States,5,21st Birthday,James Patterson; Maxine Paetro,United States,m; w,2021-06United States5,"Little, Brown and Company",United States
2021-06-01,United States,6,The Hill We Climb,Amanda Gorman,United States,w,2021-06United States6,Viking Press,United States
2021-06-01,United States,7,The Midnight Library,Matt Haig,United Kingdom,m,2021-06United States7,Canongate,United Kingdom
2021-06-01,United States,8,That Summer,Jennifer Weiner,United States,w,2021-06United States8,Atria,United States
2021-06-01,United States,9,The Four Winds,Kristin Hannah,United States,w,2021-06United States9,St. Martin's,United States
2021-06-01,United States,10,A Gambling Man,David Baldacci,United States,m,2021-06United States10,Grand Central,United States
2021-07-01,Australia,1,It Ends with Us,Colleen Hoover,United States,w,2021-07Australia1,Atria,United States
2021-07-01,Australia,2,The Cellist,Daniel Silva,United States,m,2021-07Australia2,Harper,United States
2021-07-01,Australia,3,The Labyrinth,Amanda Lohrey,Australia,w,2021-07Australia3,Text Publishing,Australia
2021-07-01,Australia,4,The Midnight Library,Matt Haig,United Kingdom,m,2021-07Australia4,Canongate,United Kingdom
2021-07-01,Australia,5,When You Are Mine,Michael Robotham,Australia,m,2021-07Australia5,Hachette Australia,Australia
2021-07-01,Australia,6,The Song of Achilles,Madeline Miller,United States,w,2021-07Australia6,Ecco,United States
2021-07-01,Australia,7,The Invisible Life of Addie LaRue,V. E. Schwab,United States,w,2021-07Australia7,Tor Books,United States
2021-07-01,Australia,8,A Court of Thorns and Roses,Sarah J. Maas,United States,w,2021-07Australia8,Bloomsbury Publishing,United States
2021-07-01,Australia,9,The Last Thing He Told Me,Laura Dave,United States,w,2021-07Australia9,Simon & Schuster,United States
2021-07-01,Australia,10,Circe,Madeline Miller,United States,w,2021-07Australia10,"Little, Brown and Company",United States
2021-07-01,France,1,Life Is A Novel,Guillaume Musso,France,m,2021-07France1,Calmann-Lévy,France
2021-07-01,France,2,And Only The Sweet Moments Last,Virginie Grimaldi,France,w,2021-07France2,Fayard,France
2021-07-01,France,3,It Happened At Night,Marc Levy,France,m,2021-07France3,Robert Lafont,France
2021-07-01,France,4,The Country of Others,Leïla Slimani,Morocco,w,2021-07France4,Éditions Gallimard,France
2021-07-01,France,5,It Was Twice,Franck Thilliez,France,m,2021-07France5,Fleuve Noir,France
2021-07-01,France,6,The Kite,Lætitia Colombani,France,w,2021-07France6,Éditions Grasset,France
2021-07-01,France,7,All The Blue Of The Sky,Melissa Da Costa,France,w,2021-07France7,Librairie générale française,France
2021-07-01,France,8,Fresh Water For Flowers,Valerie Perrin,France,w,2021-07France8,Librairie générale française,France
2021-07-01,France,9,Born Under A Good Star,Aurélie Valognes,France,w,2021-07France9,Librairie générale française,France
2021-07-01,France,10,The Dresser With Colored Drawers,Olivia Ruiz,France,w,2021-07France10,Librairie générale française,France
2021-07-01,Germany,1,The Lost,Simon Beckett,United Kingdom,m,2021-07Germany1,Transworld,United Kingdom
2021-07-01,Germany,2,About People,Juli Zeh,Germany,w,2021-07Germany2,Luchterhand,Germany
2021-07-01,Germany,3,The Missing Sister,Lucinda Riley,United Kingdom,w,2021-07Germany3,Pan Macmillan,United Kingdom
2021-07-01,Germany,4,The Great Summer,Ewald Arenz,Germany,m,2021-07Germany4,DuMont,Germany
2021-07-01,Germany,5,Home,Judith Hermann,Germany,w,2021-07Germany5,S. Fischer Verlag,Germany
2021-07-01,Germany,6,From Getting Up,Helga Schubert,Germany,w,2021-07Germany6,dtv Verlagsgesellschaft,Germany
2021-07-01,Germany,7,Stay Away From Gretchen,Susanne Abel,Germany,w,2021-07Germany7,dtv Verlagsgesellschaft,Germany
2021-07-01,Germany,8,It's Always So Nice To Be With You,Heinz Strunk,Germany,m,2021-07Germany8,Rowohlt Verlag,Germany
2021-07-01,Germany,9,Transient Desires,Donna Leon,United States,w,2021-07Germany9,Grove Atlantic,United States
2021-07-01,Germany,10,The Book Walker,Carsten Henn,Germany,m,2021-07Germany10,Pendo,Germany
2021-07-01,Greece,1,The Green Dress,Lena Manta,"Greece, Turkey",w,2021-07Greece1,Psychogios,Greece
2021-07-01,Greece,2,The Song of Achilles,Madeline Miller,United States,w,2021-07Greece2,Ecco,United States
2021-07-01,Greece,3,Wild Bees: The First Flight,Melina Tsampani,Greece,w,2021-07Greece3,Ocean,Greece
2021-07-01,Greece,4,We Were Liars,E. Lockhart,United States,w,2021-07Greece4,Delacorte,United States
2021-07-01,Greece,5,They Both Die at the End,Adam Silvera,United States,m,2021-07Greece5,Quill Tree Books,United States
2021-07-01,Greece,6,Shadow and Bone,Leigh Bardugo,"Israel, United States",w,2021-07Greece6,Henry Holt and Company,United States
2021-07-01,Greece,7,Siege and Storm,Leigh Bardugo,"Israel, United States",w,2021-07Greece7,Henry Holt and Company,United States
2021-07-01,Greece,8,Ruin and Rising,Leigh Bardugo,"Israel, United States",w,2021-07Greece8,Henry Holt and Company,United States
2021-07-01,Greece,9,One August Night,Victoria Hislop,United Kingdom,w,2021-07Greece9,Headline,United Kingdom
2021-07-01,Greece,10,Nineteen Eighty-Four,George Orwell,United Kingdom,m,2021-07Greece10,Secker & Warburg,United Kingdom
2021-07-01,Italy,1,Three,Valerie Perrin,France,w,2021-07Italy1,Albin Michel,France
2021-07-01,Italy,2,Winter Of The Lions,Stefania Auci,Italy,w,2021-07Italy2,Nord,Italy
2021-07-01,Italy,3,The Song of Achilles,Madeline Miller,United States,w,2021-07Italy3,Ecco,United States
2021-07-01,Italy,4,Fresh Water For Flowers,Valerie Perrin,France,w,2021-07Italy4,Librairie générale française,France
2021-07-01,Italy,5,A Siren In September,Maurizio De Giovanni,Italy,m,2021-07Italy5,Einaudi,Italy
2021-07-01,Italy,6,The Wish,Nicholas Sparks,United States,m,2021-07Italy6,Grand Central,United States
2021-07-01,Italy,7,The Florios of Sicily,Stefania Auci,Italy,w,2021-07Italy7,Nord,Italy
2021-07-01,Italy,8,Love,Catena Fiorello Galeano,Italy,w,2021-07Italy8,Giunti,Italy
2021-07-01,Italy,9,Countercurrent,Matteo Renzi,Italy,m,2021-07Italy9,Piemme,Italy
2021-07-01,Italy,10,Three Floors Up,Eshkol Nevo,Israel,m,2021-07Italy10,Zmora Bitan,Israel
2021-07-01,Spain,1,Sira,María Dueñas,Spain,w,2021-07Spain1,Planeta,Spain
2021-07-01,Spain,2,What The Tide Hides,María Oruña,Spain,w,2021-07Spain2,Destino,Spain
2021-07-01,Spain,3,There Are Moments That Should Last Forever,Megan Maxwell,Spain,w,2021-07Spain3,Esencia,Spain
2021-07-01,Spain,4,The Game Of The Soul,Javier Castillo,Spain,m,2021-07Spain4,Suma de letras,Spain
2021-07-01,Spain,5,Red Queen,Juan Gómez-Jurado,Spain,m,2021-07Spain5,Ediciones B,Spain
2021-07-01,Spain,6,The Art Of Cheating Karma,Elisabet Benavent,Spain,w,2021-07Spain6,Suma de letras,Spain
2021-07-01,Spain,7,The Extraordinary Years,Rodrigo Cortés,Spain,m,2021-07Spain7,Literatura Random House,Spain
2021-07-01,Spain,8,Oblivion,Héctor Abad Faciolince,Colombia,m,2021-07Spain8,Planeta,Spain
2021-07-01,Spain,9,Later,Stephen King,United States,m,2021-07Spain9,Hard Case Crime,United States
2021-07-01,Spain,10,Castilian,Lorenzo Silva,Spain,m,2021-07Spain10,Destino,Spain
2021-07-01,United States,1,The President's Daughter,Bill Clinton; James Patterson,United States; United States,m; m,2021-07United States1,"Little, Brown and Company",United States
2021-07-01,United States,2,The Maidens,Alex Michaelides,Cyprus,m,2021-07United States2,Celadon,United States
2021-07-01,United States,3,The Last Thing He Told Me,Laura Dave,United States,w,2021-07United States3,Simon & Schuster,United States
2021-07-01,United States,4,Sooley,John Grisham,United States,m,2021-07United States4,Doubleday,United States
2021-07-01,United States,5,Golden Girl,Elin Hilderbrand,United States,w,2021-07United States5,"Little, Brown and Company",United States
2021-07-01,United States,6,The Midnight Library,Matt Haig,United Kingdom,m,2021-07United States6,Canongate,United Kingdom
2021-07-01,United States,7,Malibu Rising,Taylor Jenkins Reid,United States,w,2021-07United States7,Ballantine,United States
2021-07-01,United States,8,Project Hail Mary,Andy Weir,United States,m,2021-07United States8,Ballantine,United States
2021-07-01,United States,9,The Other Black Girl,Zakiya Dalila Harris,United States,w,2021-07United States9,Atria,United States
2021-07-01,United States,10,Tom Clancey: Target Acquired,Don Bentley,United States,m,2021-07United States10,Putnam,United States
2021-08-01,France,1,First Blood,Amélie Nothomb,Belgium,w,2021-08France1,Albin Michel,France
2021-08-01,France,2,Life Is A Novel,Guillaume Musso,France,m,2021-08France2,Calmann-Lévy,France
2021-08-01,France,3,And Only The Sweet Moments Last,Virginie Grimaldi,France,w,2021-08France3,Fayard,France
2021-08-01,France,4,The Country of Others,Leïla Slimani,Morocco,w,2021-08France4,Éditions Gallimard,France
2021-08-01,France,5,All The Blue Of The Sky,Melissa Da Costa,France,w,2021-08France5,Librairie générale française,France
2021-08-01,France,6,It Was Twice,Franck Thilliez,France,m,2021-08France6,Fleuve Noir,France
2021-08-01,France,7,It Happened At Night,Marc Levy,France,m,2021-08France7,Robert Lafont,France
2021-08-01,France,8,Fresh Water For Flowers,Valerie Perrin,France,w,2021-08France8,Librairie générale française,France
2021-08-01,France,9,Where The Crawdads Sing,Delia Owens,United States,w,2021-08France9,Putnam,United States
2021-08-01,France,10,The Kite,Lætitia Colombani,France,w,2021-08France10,Éditions Grasset,France
2021-08-01,Germany,1,About People,Juli Zeh,Germany,w,2021-08Germany1,Luchterhand,Germany
2021-08-01,Germany,2,The Lost,Simon Beckett,United Kingdom,m,2021-08Germany2,Transworld,United Kingdom
2021-08-01,Germany,3,Billy Summers,Stephen King,United States,m,2021-08Germany3,Scribner,United States
2021-08-01,Germany,4,The Missing Sister,Lucinda Riley,United Kingdom,w,2021-08Germany4,Pan Macmillan,United Kingdom
2021-08-01,Germany,5,The Fire,Daniela Krien,Germany,w,2021-08Germany5,Diogenes,Switzerland
2021-08-01,Germany,6,Stay Away From Gretchen,Susanne Abel,Germany,w,2021-08Germany6,dtv Verlagsgesellschaft,Germany
2021-08-01,Germany,7,The Anomaly,Hervé Le Tellier,France,m,2021-08Germany7,Éditions Gallimard,France
2021-08-01,Germany,8,Dark Flower,Eva Menasse,Austria,w,2021-08Germany8,Kiepenheuer and Witsch,Germany
2021-08-01,Germany,9,The Book Walker,Carsten Henn,Germany,m,2021-08Germany9,Pendo,Germany
2021-08-01,Germany,10,The Great Summer,Ewald Arenz,Germany,m,2021-08Germany10,DuMont,Germany
2021-08-01,Italy,1,Three,Valerie Perrin,France,w,2021-08Italy1,Albin Michel,France
2021-08-01,Italy,2,Fresh Water For Flowers,Valerie Perrin,France,w,2021-08Italy2,Librairie générale française,France
2021-08-01,Italy,3,Winter Of The Lions,Stefania Auci,Italy,w,2021-08Italy3,Nord,Italy
2021-08-01,Italy,4,The Song of Achilles,Madeline Miller,United States,w,2021-08Italy4,Ecco,United States
2021-08-01,Italy,5,The Lions Of Sicily,Stefania Auci,Italy,w,2021-08Italy5,Nord,Italy
2021-08-01,Italy,6,Circe,Madeline Miller,United States,w,2021-08Italy6,"Little, Brown and Company",United States
2021-08-01,Italy,7,The Notebook Of Lost Love,Valerie Perrin,France,w,2021-08Italy7,Albin Michel,France
2021-08-01,Italy,8,Old Acquaintances,Antonio Manzini,Italy,m,2021-08Italy8,Sellerio Editore,Italy
2021-08-01,Italy,9,Three Floors Up,Eshkol Nevo,Israel,m,2021-08Italy9,Zmora Bitan,Israel
2021-08-01,Italy,10,The Wish,Nicholas Sparks,United States,m,2021-08Italy10,Grand Central,United States
2021-08-01,Poland,1,Execution,Remigiusz Mróz,Poland,m,2021-08Poland1,Czwarta Strona,Poland
2021-08-01,Poland,2,I Forgive You,Remigiusz Mróz,Poland,m,2021-08Poland2,Czwarta Strona,Poland
2021-08-01,Poland,3,The Beast Of Buchenwald,Max Czornyi,Poland,m,2021-08Poland3,Wdawnictwo Filia,Poland
2021-08-01,Poland,4,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz,United States,m,2021-08Poland4,Simon & Schuster,United States
2021-08-01,Poland,5,Billy Summers,Stephen King,United States,m,2021-08Poland5,Scribner,United States
2021-08-01,Poland,6,They Both Die at the End,Adam Silvera,United States,m,2021-08Poland6,Quill Tree Books,United States
2021-08-01,Poland,7,Maiden From A Fairy Tale,Katarzyna Michalak,Poland,w,2021-08Poland7,Znak JednymSiowem,Poland
2021-08-01,Poland,8,"Red, White & Royal Blue",Casey McQuiston,United States,n,2021-08Poland8,St. Martin's,United States
2021-08-01,Poland,9,The Song of Achilles,Madeline Miller,United States,w,2021-08Poland9,Ecco,United States
2021-08-01,Poland,10,You Go To Jail & Women Without Mercy,Camilla Läckberg,Sweden,w,2021-08Poland10,Einaudi,Italy
2021-08-01,Spain,1,Sira,María Dueñas,Spain,w,2021-08Spain1,Planeta,Spain
2021-08-01,Spain,2,What The Tide Hides,María Oruña,Spain,w,2021-08Spain2,Destino,Spain
2021-08-01,Spain,3,The Game Of The Soul,Javier Castillo,Spain,m,2021-08Spain3,Suma de letras,Spain
2021-08-01,Spain,4,The Art Of Cheating Karma,Elisabet Benavent,Spain,w,2021-08Spain4,Suma de letras,Spain
2021-08-01,Spain,5,Hamnet,Maggie O'Farrell,Ireland,w,2021-08Spain5,Tinder,United Kingdom
2021-08-01,Spain,6,There Are Moments That Should Last Forever,Megan Maxwell,Spain,w,2021-08Spain6,Esencia,Spain
2021-08-01,Spain,7,Red Queen,Juan Gómez-Jurado,Spain,m,2021-08Spain7,Ediciones B,Spain
2021-08-01,Spain,8,Carnival,Ana Iris Simón,Spain,w,2021-08Spain8,Circulo De Tiza,Spain
2021-08-01,Spain,9,The Anomaly,Hervé Le Tellier,France,m,2021-08Spain9,Éditions Gallimard,France
2021-08-01,Spain,10,Oblivion,Héctor Abad Faciolince,Colombia,m,2021-08Spain10,Planeta,Spain
2021-08-01,United Arab Emirates,1,The Nickel Boys,Colson Whitehead,United States,m,2021-08United Arab Emirates1,Doubleday,United States
2021-08-01,United Arab Emirates,2,American Dirt,Jeanine Cummins,United States,w,2021-08United Arab Emirates2,Flatiron,United States
2021-08-01,United Arab Emirates,3,My Dark Vanessa,Kate Elizabeth Russell,United States,w,2021-08United Arab Emirates3,William Morrow and Company,United States
2021-08-01,United Arab Emirates,4,House of Earth and Blood,Sarah J. Maas,United States,w,2021-08United Arab Emirates4,Bloomsbury Publishing,United States
2021-08-01,United Arab Emirates,5,Grown Ups,Marian Keyes,Ireland,w,2021-08United Arab Emirates5,Michael Joseph,United Kingdom
2021-08-01,United Arab Emirates,6,The Mirror and the Light,Hilary Mantel,United Kingdom,w,2021-08United Arab Emirates6,Fourth Estate,United Kingdom
2021-08-01,United Arab Emirates,7,The Mercies,Kiran Millwood Hargrave,United Kingdom,w,2021-08United Arab Emirates7,Picador,United States
2021-08-01,United Arab Emirates,8,The Book Of Longings,Sue Monk Kidd,United States,w,2021-08United Arab Emirates8,Viking Press,United States
2021-08-01,United Arab Emirates,9,Walk The Wire,David Baldacci,United States,m,2021-08United Arab Emirates9,Grand Central,United States
2021-08-01,United Arab Emirates,10,The Wedding Dress,Danielle Steel,United States,w,2021-08United Arab Emirates10,Delacorte,United States
2021-08-01,United States,1,The Cellist,Daniel Silva,United States,m,2021-08United States1,Harper,United States
2021-08-01,United States,2,The Paper Palace,Miranda Cowley Heller,United States,w,2021-08United States2,Riverhead,United States
2021-08-01,United States,3,The Last Thing He Told Me,Laura Dave,United States,w,2021-08United States3,Simon & Schuster,United States
2021-08-01,United States,4,It's Better This Way,Debbie Macomber,United States,w,2021-08United States4,Ballantine,United States
2021-08-01,United States,5,Malibu Rising,Taylor Jenkins Reid,United States,w,2021-08United States5,Ballantine,United States
2021-08-01,United States,6,The President's Daughter,Bill Clinton; James Patterson,United States; United States,m; m,2021-08United States6,"Little, Brown and Company",United States
2021-08-01,United States,7,Nine Lives,Danielle Steel,United States,w,2021-08United States7,Delacorte,United States
2021-08-01,United States,8,The Midnight Library,Matt Haig,United Kingdom,m,2021-08United States8,Canongate,United Kingdom
2021-08-01,United States,9,The Personal Librarian,Marie Benedict; Victoria Christopher Murray,United States,w; w,2021-08United States9,Berkley,United States
2021-08-01,United States,10,Falling,T. J. Newman,United States,w,2021-08United States10,Avid Reader Press,United States
